Date,Ticker,Open,High,Low,Close,Volume
2020-01-02,AAPL,71.72101896406637,72.77659819422657,71.46681225027338,72.71607208251953,135480400.0
2020-01-02,AMZN,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000.0
2020-01-02,F,7.208909487359411,7.309787750244141,7.131310595897965,7.309787750244141,43425700.0
2020-01-02,GOOGL,67.09970156760528,68.1083755493164,67.00415768648521,68.1083755493164,27278000.0
2020-01-02,JNJ,125.96882885343626,126.09837213334045,125.28661501654486,126.05519104003906,5777000.0
2020-01-02,JPM,119.62111223556542,120.7421165834047,119.16758160742371,120.73355102539062,10803700.0
2020-01-02,META,205.78012874394227,208.80586131855475,205.30238469262653,208.79591369628906,12077100.0
2020-01-02,MSFT,151.56687969003406,153.42829142402064,151.13732537689975,153.3232879638672,22622100.0
2020-01-02,NFLX,326.1000061035156,329.9800109863281,324.7799987792969,329.80999755859375,4485800.0
2020-01-02,NVDA,5.9432842618967605,5.972160339355469,5.89275100764334,5.972160339355469,237536000.0
2020-01-02,PG,108.69992734734473,108.90074138901804,107.33790629287745,107.74826049804688,8130800.0
2020-01-02,TSLA,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500.0
2020-01-02,UNH,271.9878546134943,273.5791853994959,268.1112992958731,270.6185607910156,2543400.0
2020-01-02,V,182.13442928039703,184.19669154227012,181.86460167263806,184.1774139404297,8733000.0
2020-01-02,XOM,54.624705408139256,55.23130000998473,54.624705408139256,55.13798141479492,12456400.0
2020-01-03,AAPL,71.94131293879263,72.77172916472097,71.78394657407523,72.00910186767578,146322800.0
2020-01-03,AMZN,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,75288000.0
2020-01-03,F,7.224430413057558,7.27098916139102,7.1002720240797474,7.146831512451172,45040800.0
2020-01-03,GOOGL,67.07930441454083,68.36067681993559,67.04546199914073,67.75208282470703,23408000.0
2020-01-03,JNJ,123.92215846825785,125.53702837241798,123.49037394397821,124.59574127197266,5752400.0
